Country	Station Name	Period	Jan	Feb	Mar	Apr	May	Jun	Jul	Aug	Sep	Oct	Nov	Dec
UNITED STATES OF AMERICA	CAPE HATTERAS, NC	1961-1990	134.6	104.6	109.0	89.7	101.6	104.4	126.5	152.4	133.9	126.5	126.2	115.3
UNITED STATES OF AMERICA	RALEIGH/RALEIGH-DURHAM, NC	1961-1990	88.4	93.7	95.8	65.8	99.6	93.5	101.9	102.1	81.0	72.6	75.7	82.3
UNITED STATES OF AMERICA	NORFOLK/INTL, VA	1961-1990	96.0	88.1	94.0	77.7	96.8	97.0	128.5	122.2	99.1	80.0	72.4	82.0
UNITED STATES OF AMERICA	COLUMBIA/METRO ARPT SC	1961-1990	112.3	104.6	122.4	83.3	93.5	121.9	139.7	154.7	93.2	77.2	73.7	91.2
UNITED STATES OF AMERICA	ATHENS, GA	1961-1990	116.8	112.3	138.7	101.3	111.0	99.8	124.0	94.0	85.3	83.3	93.0	103.9
UNITED STATES OF AMERICA	GREENVILLE/G-SPARTANBURG, SC	1961-1990	104.1	112.0	136.9	98.0	112.3	121.2	117.6	100.3	100.6	101.3	92.7	105.2
UNITED STATES OF AMERICA	CHARLOTTE/DOUGLAS INT'L ARPT NC	1961-1990	94.2	97.5	112.5	68.1	97.0	86.1	99.6	94.7	88.9	85.3	82.0	88.4
UNITED STATES OF AMERICA	ASHEVILLE/REGIONAL, NC	1961-1990	82.6	99.3	117.6	85.3	112.5	107.4	114.8	119.1	98.3	91.2	91.2	89.4
UNITED STATES OF AMERICA	GREENSBORO/G.-HIGH PT., NC	1961-1990	80.5	84.3	94.5	72.1	102.1	96.8	114.6	98.6	89.4	88.9	75.4	85.3
UNITED STATES OF AMERICA	HUNTSVILLE/MADISON COUNTY JET,AL	1961-1990	131.3	123.7	168.1	125.2	129.0	104.9	123.2	88.1	103.6	82.6	123.4	149.1
UNITED STATES OF AMERICA	CHATTANOOGA/LOVELL FIELD, TN	1961-1990	124.2	122.2	153.2	109.5	111.0	89.4	123.2	89.7	105.4	81.8	117.1	131.3
UNITED STATES OF AMERICA	KNOXVILLE/MUNICIPAL, TN	1961-1990	105.9	103.1	129.3	94.5	104.9	100.8	118.6	79.5	78.0	72.1	95.3	115.3
UNITED STATES OF AMERICA	NASHVILLE/METRO ARPT TN	1961-1990	90.9	96.8	123.2	111.0	124.0	90.7	100.8	87.9	87.9	66.5	104.6	117.1
UNITED STATES OF AMERICA	MEMPHIS/WSCMO AP TN	1961-1990	94.7	110.5	137.4	138.7	126.5	90.7	96.3	87.1	89.7	76.5	129.5	145.8
UNITED STATES OF AMERICA	FORT SMITH/MUNICIPAL, AR	1961-1990	48.3	66.0	100.3	100.8	133.1	86.1	75.9	74.2	82.3	93.5	101.3	77.0
UNITED STATES OF AMERICA	WICHITA FALLS, TX	1961-1990	26.4	37.1	56.1	76.5	103.4	89.4	43.7	63.0	97.0	69.6	39.1	32.8
UNITED STATES OF AMERICA	OKLAHOMA CITY/WSFO AP OK	1961-1990	28.7	39.6	68.8	70.4	132.6	109.5	66.3	66.0	97.5	82.0	50.3	35.6
UNITED STATES OF AMERICA	TULSA/WSO AP OK	1961-1990	39.1	50.0	87.9	94.5	142.2	112.8	78.5	79.2	119.4	93.0	79.5	54.9
UNITED STATES OF AMERICA	CLAYTON/MUNICIPAL, NM	1961-1990	6.1	7.9	14.0	23.9	50.5	57.7	68.6	66.3	45.0	22.9	13.2	7.4
UNITED STATES OF AMERICA	AMARILLO/INTL, TX	1961-1990	12.7	15.5	24.4	25.1	63.0	94.0	66.5	81.8	50.5	34.8	17.5	10.9
UNITED STATES OF AMERICA	ALBUQUERQUE/INT'L ARPT NM	1961-1990	11.2	11.7	13.7	13.2	12.7	15.0	34.8	41.7	25.4	22.6	10.9	12.7
UNITED STATES OF AMERICA	WINSLOW/MUNICIPAL ARPT AZ	1961-1990	11.4	13.2	14.0	6.6	7.9	7.9	30.5	35.3	23.1	23.1	14.5	16.8
UNITED STATES OF AMERICA	BAKERSFIELD/MEADOWS FIELD CA	1961-1990	21.8	26.9	26.4	14.5	5.1	2.5	.3	2.3	4.3	7.4	17.8	16.0
UNITED STATES OF AMERICA	LAS VEGAS/MCCARRAN, NV	1961-1990	12.2	12.2	10.7	5.3	7.1	3.0	8.9	12.4	7.1	5.3	10.9	9.7
UNITED STATES OF AMERICA	FRESNO/AIR TERMINAL CA	1961-1990	49.8	45.7	48.0	24.6	7.6	2.0	.3	.8	6.1	13.5	34.8	36.1
UNITED STATES OF AMERICA	SANTA BARBARA, CA	1961-1990	81.5	91.7	72.1	26.9	4.1	1.0	.5	2.8	11.4	13.2	51.6	55.9
UNITED STATES OF AMERICA	SANTA MARIA/PUBLIC, CA	1961-1990	54.9	66.5	57.7	25.1	5.1	.8	.3	1.3	7.6	12.4	37.1	45.2
UNITED STATES OF AMERICA	RICHMOND/BYRD, VA	1961-1990	82.3	80.3	91.7	75.2	97.5	91.9	127.8	111.8	84.8	89.7	80.5	82.8
UNITED STATES OF AMERICA	WASHINGTON DC/NATIONAL ARPT VA	1961-1990	69.1	68.8	80.5	68.8	93.0	85.9	96.5	99.3	84.1	76.7	79.2	79.2
UNITED STATES OF AMERICA	BALTIMORE/BALTO-WASH, MD	1961-1990	77.5	79.2	85.9	78.5	94.5	93.2	93.7	99.6	86.6	75.7	84.3	86.6
UNITED STATES OF AMERICA	ATLANTIC CITY, NJ	1961-1990	87.9	77.7	91.9	90.4	84.6	67.1	97.3	105.2	74.4	71.6	90.9	84.3
UNITED STATES OF AMERICA	PHILADELPHIA/INT'L ARPT PA	1961-1990	81.5	70.9	87.9	91.9	95.3	95.0	108.7	96.5	86.9	66.5	84.8	85.9
UNITED STATES OF AMERICA	LYNCHBURG WSO AP, VA	1961-1990	72.6	77.2	88.1	78.5	99.3	87.6	105.7	91.2	82.3	94.0	79.8	82.0
UNITED STATES OF AMERICA	ROANOKE/MUNICIPAL, VA	1961-1990	66.5	77.2	88.4	82.6	101.1	81.0	99.3	105.4	88.9	97.8	81.0	75.4
UNITED STATES OF AMERICA	BECKLEY/RALEIGH CO MEM AP WV	1961-1990	74.2	74.7	86.4	87.1	101.1	97.5	119.4	85.9	84.6	73.4	75.9	82.0
UNITED STATES OF AMERICA	CHARLESTON/KANAWHA ARPT WV	1961-1990	73.9	77.2	92.2	84.1	100.1	91.2	126.7	101.9	82.3	73.4	91.2	86.1
UNITED STATES OF AMERICA	ELKINS/RANDOLPH CO ARPT WV	1961-1990	78.2	76.2	97.3	97.0	104.6	113.3	115.1	110.5	95.5	78.2	84.6	88.4
UNITED STATES OF AMERICA	CINCINNATI/GREATER CINCINNATI,KY	1961-1990	65.8	68.3	107.7	95.3	108.7	97.5	107.7	85.1	73.2	72.6	87.9	80.0
UNITED STATES OF AMERICA	LOUISVILLE/STANDIFORD FIELD KY	1961-1990	72.6	83.8	118.4	107.4	117.3	87.9	114.6	89.9	80.3	68.8	94.0	92.5
UNITED STATES OF AMERICA	HUNTINGTON/TRI-STATE, WV	1961-1990	71.9	73.7	93.5	87.1	107.7	89.2	118.1	97.3	74.4	71.9	83.8	85.3
UNITED STATES OF AMERICA	COLUMBUS WSO AP, OH	1961-1990	55.4	56.9	83.1	81.5	99.8	102.6	109.5	94.5	75.2	54.6	81.8	72.6
UNITED STATES OF AMERICA	DAYTON/INT'L AP, OH	1961-1990	54.1	55.1	86.9	87.9	98.6	97.0	89.9	81.3	64.5	63.0	78.0	74.4
UNITED STATES OF AMERICA	EVANSVILLE/REGIONAL, IN	1961-1990	67.6	79.2	119.6	102.1	120.6	88.6	102.6	79.0	75.4	72.9	94.7	93.2
UNITED STATES OF AMERICA	ST. LOUIS/LAMBERT, MO	1961-1990	46.0	53.8	90.9	88.9	100.8	94.5	97.8	72.4	79.2	68.1	83.3	77.0
UNITED STATES OF AMERICA	INDIANAPOLIS/INT'L ARPT IN	1961-1990	58.9	62.5	96.3	94.0	101.6	88.6	113.5	92.5	72.9	66.8	82.0	84.8
UNITED STATES OF AMERICA	SPRINGFIELD/CAPITAL ARPT IL	1961-1990	38.4	45.0	82.3	93.5	91.9	87.1	89.4	83.6	84.6	66.0	64.3	69.3
UNITED STATES OF AMERICA	SPRINGFIELD/REGIONAL AP MO	1961-1990	45.5	55.1	98.8	106.2	111.3	129.3	74.2	89.2	117.3	90.9	95.3	80.3
UNITED STATES OF AMERICA	COLUMBIA/REGIONAL ARPT MO	1961-1990	36.8	46.7	80.5	97.3	127.3	109.7	93.2	83.3	98.0	81.8	74.4	62.7
UNITED STATES OF AMERICA	KANSAS CITY/INTL ARPT MO	1961-1990	27.7	27.9	63.8	79.2	128.0	119.9	111.3	101.9	123.4	83.6	48.8	40.1
UNITED STATES OF AMERICA	WICHITA/MID-CONTINENT ARPT KS	1961-1990	20.1	24.4	61.7	60.5	96.8	109.5	79.5	76.7	88.6	56.4	40.4	30.5
UNITED STATES OF AMERICA	DODGE CITY/MUNICIPAL, KS	1961-1990	12.4	15.7	39.6	52.1	77.0	78.7	82.3	69.3	48.5	32.5	21.1	16.5
UNITED STATES OF AMERICA	TOPEKA/MUNICIPAL ARPT KS	1961-1990	24.1	26.4	62.5	78.2	113.0	140.7	91.2	98.8	96.8	77.7	49.0	36.3
UNITED STATES OF AMERICA	CONCORDIA/BLOSSER MUNI AP KS	1961-1990	14.7	19.0	55.9	58.7	109.0	114.0	92.7	89.9	76.5	50.5	28.7	21.3
UNITED STATES OF AMERICA	ALAMOSA/BERGMAN FIELD CO	1961-1990	6.6	7.4	11.4	12.4	16.3	17.0	30.2	28.4	22.6	17.8	10.9	11.2
UNITED STATES OF AMERICA	PUEBLO/MEMORIAL AP, CO	1961-1990	8.1	7.9	19.8	22.4	31.8	31.8	53.1	50.5	22.9	14.5	10.9	10.7
UNITED STATES OF AMERICA	GOODLAND/RENNER FIELD KS	1961-1990	10.4	9.9	30.0	33.0	88.6	81.0	72.9	45.7	39.9	22.9	17.5	10.4
UNITED STATES OF AMERICA	COLORADO SPRINGS/MUNICIPAL AP,CO	1961-1990	7.4	10.2	23.9	30.2	54.6	57.2	73.7	76.7	33.8	21.3	11.9	11.7
UNITED STATES OF AMERICA	DENVER/STAPLETON INT'L AP CO	1961-1990	12.7	14.5	32.5	43.4	61.0	45.5	48.5	38.4	31.5	24.9	22.1	16.3
UNITED STATES OF AMERICA	GRAND JUNCTION/WALKER FIELD CO	1961-1990	14.2	12.2	22.9	19.0	22.1	12.7	16.5	20.6	20.8	24.9	18.0	15.5
UNITED STATES OF AMERICA	BISHOP/ARPT CA	1961-1990	28.2	24.1	9.9	6.6	7.4	4.6	5.8	4.6	6.1	3.3	14.5	21.3
UNITED STATES OF AMERICA	SACRAMENTO/EXECUTIVE ARPT CA	1961-1990	94.7	72.9	65.3	29.5	6.9	3.0	1.3	1.8	9.4	27.4	69.1	63.8
UNITED STATES OF AMERICA	ELY/YELLAND, NV	1961-1990	17.8	16.5	24.4	25.4	29.2	22.4	17.5	21.1	25.7	22.6	17.0	17.8
UNITED STATES OF AMERICA	RENO/INTL, NV	1961-1990	27.2	25.1	18.0	9.7	17.5	11.7	7.1	8.1	9.9	9.7	22.1	25.1
UNITED STATES OF AMERICA	STOCKTON, CA	1961-1990	72.1	50.0	55.1	27.4	6.6	2.0	1.5	1.8	8.9	20.1	55.1	53.6
UNITED STATES OF AMERICA	SAN FRANCISCO/INTERNATIONAL A,CA	1961-1990	110.5	80.5	77.7	34.8	4.8	2.8	.8	1.3	5.1	31.0	72.6	78.5
UNITED STATES OF AMERICA	NEWARK/INT'L ARPT NJ	1961-1990	86.1	77.2	98.3	97.5	104.9	81.8	114.3	99.3	93.0	77.5	99.3	87.6
UNITED STATES OF AMERICA	NEW YORK/LAGUARDIA ARPT NY	1961-1990	77.2	72.6	91.4	96.3	97.0	90.7	103.4	95.3	86.1	76.7	96.8	86.4
UNITED STATES OF AMERICA	BRIDGEPORT/SIKORSKY MEMORIAL CT	1961-1990	82.3	76.5	95.3	95.3	99.8	87.9	96.0	82.6	78.0	79.0	96.8	88.9
UNITED STATES OF AMERICA	BLOCK ISLAND WSO AP, RI	1961-1990	85.3	82.3	93.2	95.5	89.9	76.5	68.3	82.0	79.5	77.5	104.6	100.3
UNITED STATES OF AMERICA	PROVIDENCE/GREEN STATE, RI	1961-1990	98.6	91.7	102.9	104.4	95.5	84.6	80.8	92.2	88.4	93.7	112.5	111.3
UNITED STATES OF AMERICA	HARTFORD/BRADLEY INT'L ARPT CT	1961-1990	86.6	82.0	92.2	97.8	104.6	95.3	81.0	92.7	96.3	90.7	102.6	99.3
UNITED STATES OF AMERICA	BOSTON/LOGAN INT'L AIRPORT, MA	1961-1990	91.2	91.9	93.7	91.4	82.6	78.5	72.1	82.3	77.7	83.8	107.2	101.9
UNITED STATES OF AMERICA	WILKES-BARRE-SCRANTON, PA	1961-1990	53.3	54.6	64.8	75.4	92.7	101.1	96.3	84.3	84.1	70.9	77.7	63.8
UNITED STATES OF AMERICA	WILLIAMSPORT, PA	1961-1990	64.5	70.1	81.0	82.0	98.0	109.7	101.1	86.1	86.1	83.8	94.7	77.0
UNITED STATES OF AMERICA	BINGHAMTON/EDWIN A LINK FIELD,NY	1961-1990	61.0	59.2	71.6	79.5	85.3	91.4	88.9	85.3	84.3	73.4	83.3	76.2
UNITED STATES OF AMERICA	ALLENTOWN/A.-BETHLEHEM, PA	1961-1990	80.3	74.9	83.3	89.4	106.7	95.3	105.2	108.7	99.8	74.7	98.6	88.6
UNITED STATES OF AMERICA	ALBANY/ALBANY COUNTY, NY	1961-1990	59.9	57.7	74.4	75.9	86.6	91.9	80.8	88.1	74.9	71.9	82.0	74.4
UNITED STATES OF AMERICA	SYRACUSE/HANCOCK INT'L ARPT NY	1961-1990	59.4	54.6	70.4	84.6	83.3	96.3	96.8	89.2	96.3	82.3	94.5	81.3
UNITED STATES OF AMERICA	PITTSBURGH/GR PITTSBURGH INTL,PA	1961-1990	64.5	60.7	86.6	80.0	91.2	94.2	95.3	81.5	75.4	59.9	72.4	74.2
UNITED STATES OF AMERICA	AKRON/AKRON-CANTON REGIONAL, OH	1961-1990	54.9	56.6	84.6	80.3	94.7	80.8	103.6	84.3	84.3	59.7	76.5	74.9
UNITED STATES OF AMERICA	CLEVELAND/HOPKINS INTL AP, OH	1961-1990	51.8	55.6	73.9	79.8	88.6	94.0	89.4	86.4	87.4	64.5	80.5	78.5
UNITED STATES OF AMERICA	YOUNGSTOWN/WSO AP OH	1961-1990	54.1	51.6	79.0	77.7	89.4	100.1	103.4	84.3	88.4	66.5	79.0	74.4
UNITED STATES OF AMERICA	ERIE/INT'L ARPT PA	1961-1990	56.4	57.9	76.2	82.3	87.4	103.9	87.1	103.1	111.5	95.8	102.1	91.2
UNITED STATES OF AMERICA	BUFFALO/GREATER BUFFALO, NY	1961-1990	68.6	58.7	68.1	72.9	79.8	90.2	78.2	105.9	88.6	78.5	97.3	93.2
UNITED STATES OF AMERICA	ROCHESTER/ROCHESTER-MONROE CO,NY	1961-1990	52.8	53.3	57.9	66.3	69.1	76.2	68.8	86.4	75.4	62.0	74.2	69.3
UNITED STATES OF AMERICA	CHICAGO/0'HARE, IL	1961-1990	38.9	34.5	68.3	92.5	84.3	96.0	93.0	107.2	97.0	61.2	74.2	62.7
UNITED STATES OF AMERICA	PEORIA/GREATER PEORIA ARPT IL	1961-1990	38.4	36.1	73.9	95.8	94.0	101.3	106.7	78.7	98.3	67.3	68.3	62.0
UNITED STATES OF AMERICA	FORT WAYNE/MUNICIPAL, IN	1961-1990	47.5	48.5	73.7	85.9	87.4	91.2	87.6	85.6	67.8	63.2	70.9	73.4
UNITED STATES OF AMERICA	SOUTH BEND/ST.JOSEPH COUNTY, IN	1961-1990	56.6	48.3	78.7	97.0	81.8	104.4	97.0	93.2	91.9	78.2	83.1	83.8
UNITED STATES OF AMERICA	TOLEDO/EXPRESS, OH	1961-1990	44.4	43.9	67.6	75.2	73.9	95.3	83.1	82.6	72.4	53.3	71.4	74.4
UNITED STATES OF AMERICA	DETROIT/METROPOLITAN ARPT MI	1961-1990	44.7	44.2	64.8	74.9	74.2	91.7	80.8	87.1	73.4	53.3	67.8	71.6
UNITED STATES OF AMERICA	SPICKARD 7 W, MO	1961-1990	29.0	22.4	66.0	85.3	116.1	102.1	110.0	99.1	115.3	85.6	52.1	41.9
UNITED STATES OF AMERICA	ROCKFORD/WSO AP IL	1961-1990	32.5	29.0	62.5	92.7	93.0	114.8	104.6	105.4	96.5	73.2	65.3	52.1
UNITED STATES OF AMERICA	MOLINE/QUAD CITY, IL	1961-1990	39.1	31.2	75.7	99.1	109.2	108.5	125.7	107.2	102.1	74.4	63.8	56.6
UNITED STATES OF AMERICA	DES MOINES/MUNICIPAL, IA	1961-1990	24.4	28.2	59.2	85.3	93.0	113.3	96.0	106.7	89.7	66.5	45.5	33.5
UNITED STATES OF AMERICA	DUBUQUE/MUNICIPAL, IA	1961-1990	32.0	33.5	73.4	94.5	108.2	104.9	102.1	119.1	118.6	69.3	68.8	49.8
UNITED STATES OF AMERICA	OMAHA,EPPLEY FIELD, NE	1961-1990	18.8	19.6	51.8	67.6	114.8	98.3	89.2	82.3	94.5	57.9	37.8	25.9
UNITED STATES OF AMERICA	LINCOLN/MUNICIPAL ARPT NE	1961-1990	13.7	18.3	53.1	70.1	99.1	98.8	81.3	86.6	88.4	53.8	32.3	22.4
UNITED STATES OF AMERICA	GRAND ISLAND, NE	1961-1990	11.7	18.3	48.0	63.5	97.0	99.3	71.9	71.6	72.4	34.3	26.4	18.0
UNITED STATES OF AMERICA	OMAHA/NORTH, NE	1961-1990	16.5	19.8	54.1	69.6	110.7	99.1	83.1	81.8	92.7	61.2	34.3	23.6
UNITED STATES OF AMERICA	NORFOLK/KARL STEFAN, NE	1961-1990	13.2	19.6	47.2	58.2	93.5	113.3	81.8	64.8	62.2	40.6	25.7	18.8
UNITED STATES OF AMERICA	SIOUX CITY/MUNICIPAL, IA	1961-1990	14.0	18.0	49.8	59.4	93.2	94.2	83.1	75.4	73.2	49.3	27.4	19.8
UNITED STATES OF AMERICA	NORTH PLATTE/LEE BIRD FLD NE	1961-1990	9.1	10.9	30.5	50.5	87.1	85.6	77.7	44.2	40.9	24.9	16.8	11.9
UNITED STATES OF AMERICA	SCOTTSBLUFF/COUNTY ARPT NE	1961-1990	12.7	11.9	27.7	40.1	70.4	67.1	52.3	27.2	27.9	20.6	15.7	14.2
UNITED STATES OF AMERICA	VALENTINE/WSO AP NE	1961-1990	7.4	10.9	26.4	42.4	80.3	73.4	77.7	57.9	38.9	23.1	15.2	9.4
UNITED STATES OF AMERICA	CASPER/WSO AP WY	1961-1990	14.0	15.2	24.1	39.6	54.1	37.1	32.0	17.0	23.9	24.6	19.6	16.8
UNITED STATES OF AMERICA	SALT LAKE CITY/INTL, UT	1961-1990	28.2	31.2	48.5	53.8	45.7	23.6	20.6	21.8	32.5	36.6	32.8	35.6
UNITED STATES OF AMERICA	LANDER/HUNT, WY	1961-1990	12.2	14.5	29.2	52.8	58.9	37.1	20.6	13.5	27.9	28.7	20.3	14.7
UNITED STATES OF AMERICA	POCATELLO/MUNICIPAL ARPT ID	1961-1990	26.4	23.4	32.0	30.5	34.3	25.9	16.5	17.0	21.6	23.1	29.5	28.2
UNITED STATES OF AMERICA	WINNEMUCCA/MUNICIPAL, NV	1961-1990	18.8	15.7	19.8	21.3	21.1	21.8	6.9	11.4	10.2	15.7	23.9	22.4
UNITED STATES OF AMERICA	REDDING WSO, CA	1961-1990	153.9	113.0	111.3	52.8	32.3	14.2	4.3	11.7	23.1	56.9	132.3	140.0
UNITED STATES OF AMERICA	EUREKA/WSO CITY CA	1961-1990	152.4	120.1	135.1	73.2	36.6	13.0	3.3	12.2	22.6	67.8	163.6	153.4
UNITED STATES OF AMERICA	PORTLAND/INT'L JETPORT ME	1961-1990	89.7	84.6	93.2	103.6	91.9	87.4	78.5	72.9	78.5	99.1	131.3	115.6
UNITED STATES OF AMERICA	EASTPORT, ME	1961-1990	92.2	80.0	86.6	89.9	98.6	78.2	76.7	76.7	91.4	95.5	119.9	115.8
UNITED STATES OF AMERICA	MOUNT WASHINGTON, NH	1961-1990	201.7	217.4	227.8	207.5	190.8	198.6	179.8	209.3	187.5	182.6	263.7	246.9
UNITED STATES OF AMERICA	SAINT JOHNSBURY, VT	1961-1990	58.4	53.8	62.5	69.3	82.8	97.5	93.2	101.1	78.7	78.5	87.6	81.5
UNITED STATES OF AMERICA	BURLINGTON/ETHAN ALLEN AIRPOR,VT	1961-1990	46.2	41.4	56.6	70.1	79.2	88.1	92.7	103.1	83.8	73.2	79.5	61.5
UNITED STATES OF AMERICA	GRAND RAPIDS/KENT CO INT'L AR,MI	1961-1990	46.5	36.1	66.8	85.6	79.5	93.5	81.0	90.7	107.7	71.4	84.3	72.4
UNITED STATES OF AMERICA	MUSKEGON/COUNTY ARPT MI	1961-1990	59.4	37.8	63.8	73.7	66.0	59.7	53.3	86.6	98.6	71.1	80.0	77.0
UNITED STATES OF AMERICA	FLINT/BISHOP, MI	1961-1990	35.3	32.5	54.9	74.7	67.3	81.5	68.8	88.6	90.4	55.4	66.0	53.6
UNITED STATES OF AMERICA	HOUGHTON LAKE, MI	1961-1990	38.1	29.5	51.3	56.4	65.3	76.7	65.5	85.6	86.6	55.4	57.7	49.5
UNITED STATES OF AMERICA	ALPENA/PHELPS COLLINS AP MI	1961-1990	41.7	32.8	53.6	57.2	69.6	77.2	74.2	86.4	79.0	53.3	55.9	51.6
UNITED STATES OF AMERICA	MILWAUKEE/GEN. MITCHELL, WI	1961-1990	40.6	36.8	67.8	88.9	72.1	82.3	88.1	89.7	85.9	61.2	63.8	59.2
UNITED STATES OF AMERICA	MADISON/DANE CO REGIONAL ARPT,WI	1961-1990	27.2	27.4	55.1	72.6	79.8	93.0	86.1	102.6	85.6	55.1	53.1	46.7
UNITED STATES OF AMERICA	LA CROSSE/MUNICIPAL AP, WI	1961-1990	23.6	22.9	50.3	73.2	82.8	99.1	96.3	99.6	96.3	55.9	43.9	32.3
UNITED STATES OF AMERICA	ROCHESTER/MUNICIPAL, MN	1961-1990	19.8	18.8	45.2	69.3	86.4	94.5	106.7	98.6	88.1	58.9	40.9	26.2
UNITED STATES OF AMERICA	GREEN BAY/A.-STRAUBEL, WI	1961-1990	29.2	26.2	52.1	61.0	71.6	86.1	78.7	88.9	88.1	56.6	54.9	38.9
UNITED STATES OF AMERICA	SIOUX FALLS/FOSS FIELD, SD	1961-1990	13.0	16.3	41.7	64.0	77.0	86.4	68.1	72.4	76.7	45.2	27.7	17.8
UNITED STATES OF AMERICA	HURON/HURON REGIONAL, SD	1961-1990	10.4	17.3	42.2	53.1	72.9	85.1	67.8	50.0	43.7	37.3	18.3	11.9
UNITED STATES OF AMERICA	ST. CLOUD/WHITNEY, MN	1961-1990	18.8	16.0	35.8	59.7	80.3	116.8	79.0	100.6	80.3	56.1	32.3	21.1
UNITED STATES OF AMERICA	MINNEAPOLIS/INT'L ARPT MN	1961-1990	24.1	22.4	49.3	61.5	86.1	102.9	89.7	91.9	69.1	55.6	39.4	27.4
UNITED STATES OF AMERICA	ABERDEEN/REGIONAL ARPT SD	1961-1990	9.4	11.9	34.0	49.5	61.2	80.0	69.8	54.1	47.2	28.4	15.0	10.4
UNITED STATES OF AMERICA	RAPID CITY/REGIONAL ARPT SD	1961-1990	9.9	13.2	26.2	48.0	68.1	77.7	51.8	42.4	31.2	27.9	14.2	11.9
UNITED STATES OF AMERICA	SHERIDAN/COUNTY, WY	1961-1990	18.5	16.3	24.6	43.7	60.7	57.2	22.4	20.8	34.8	30.0	21.1	17.8
UNITED STATES OF AMERICA	BILLINGS/LOGAN INT'L ARPT MT	1961-1990	22.9	16.3	29.5	44.2	65.3	50.5	23.9	25.7	34.5	29.0	21.3	20.1
UNITED STATES OF AMERICA	BOISE/AIR TERMINAL ID	1961-1990	36.8	27.2	32.8	31.5	27.4	20.6	8.9	10.9	20.3	19.0	37.6	34.5
UNITED STATES OF AMERICA	PENDLETON, OR	1961-1990	38.4	29.0	29.5	26.4	25.1	16.3	8.9	13.5	15.0	21.8	40.1	41.4
UNITED STATES OF AMERICA	EUGENE/MAHLON SWEET ARPT OR	1961-1990	200.9	143.3	140.2	79.0	54.9	36.3	13.0	27.4	42.4	86.6	211.3	218.7
UNITED STATES OF AMERICA	SALEM, OR	1961-1990	150.4	114.3	105.9	61.5	47.8	34.0	14.2	19.3	39.4	75.7	159.5	172.7
UNITED STATES OF AMERICA	PORTLAND OR	1961-1990	135.9	97.8	90.4	60.7	52.3	37.6	16.0	27.7	44.4	67.8	135.6	155.7
UNITED STATES OF AMERICA	CARIBOU/MUNICIPAL, ME	1961-1990	61.5	48.8	61.7	62.2	78.0	73.9	101.9	103.4	87.6	78.7	90.2	81.8
UNITED STATES OF AMERICA	SAULT STE. MARIE, MI	1961-1990	61.5	44.2	58.4	59.7	68.8	79.8	68.8	91.7	93.7	82.0	87.6	73.2
UNITED STATES OF AMERICA	MARQUETTE/FAA ARPT MI	1961-1990	55.1	43.9	70.4	67.1	77.0	88.4	73.2	86.6	103.6	91.7	73.4	66.3
UNITED STATES OF AMERICA	DULUTH/WSO AP MN	1961-1990	31.0	20.3	48.5	57.2	77.0	97.0	91.7	101.3	97.5	63.2	45.7	31.5
UNITED STATES OF AMERICA	INTERNATIONAL FALLS/INT'L ARP,MN	1961-1990	22.4	16.0	26.9	40.1	62.7	99.8	91.2	79.0	80.0	50.0	29.2	21.3
UNITED STATES OF AMERICA	FARGO/WSO AP ND	1961-1990	17.0	11.4	26.9	46.2	62.2	71.6	68.6	61.7	50.5	42.7	18.5	16.5
UNITED STATES OF AMERICA	BISMARCK/MUNICIPAL, ND	1961-1990	11.4	10.9	19.6	42.4	55.4	69.1	54.4	43.7	37.8	22.9	12.4	13.0
UNITED STATES OF AMERICA	WILLISTON/SLOULIN FIELD, ND	1961-1990	13.5	10.7	17.5	32.5	50.5	57.9	53.3	31.8	33.8	19.6	11.4	14.7
UNITED STATES OF AMERICA	GLASGOW/INT'L ARPT MT	1961-1990	9.4	6.9	10.4	17.5	45.0	53.6	43.7	34.3	25.4	15.5	7.1	9.7
UNITED STATES OF AMERICA	HELENA/COUNTY-CITY, MT	1961-1990	16.0	10.4	18.5	24.6	45.2	47.5	27.9	32.8	29.2	15.2	12.2	15.0
UNITED STATES OF AMERICA	MISSOULA/JOHNSON-BELL FIELD, MT	1961-1990	31.5	20.1	24.6	24.4	45.2	45.2	23.1	30.5	28.4	18.8	20.6	29.5
UNITED STATES OF AMERICA	GREAT FALLS/INT'L ARPT MT	1961-1990	23.1	14.5	27.9	35.8	64.0	60.7	31.5	39.1	31.5	19.8	16.8	21.6
UNITED STATES OF AMERICA	KALISPELL MT	1961-1990	38.9	27.9	25.9	27.9	47.5	56.1	28.4	35.6	32.0	22.1	33.0	43.9
UNITED STATES OF AMERICA	YAKIMA/YAKIMA AIR TERMINAL, WA	1961-1990	30.7	18.8	17.0	12.7	11.4	13.5	4.1	10.2	10.2	11.9	26.2	35.8
UNITED STATES OF AMERICA	LEWISTON/WSO AP ID	1961-1990	32.5	22.6	27.7	28.7	33.3	31.8	17.0	19.8	19.8	22.9	29.2	30.5
UNITED STATES OF AMERICA	SPOKANE/INTL, WA	1961-1990	50.3	37.8	37.8	30.0	35.8	32.0	17.0	18.3	18.5	25.1	54.6	61.5
UNITED STATES OF AMERICA	ASTORIA/CLATSOP, OR	1961-1990	254.0	192.8	179.6	116.8	76.7	61.0	29.2	33.8	73.9	145.5	255.3	268.0
UNITED STATES OF AMERICA	OLYMPIA, WA	1961-1990	203.5	146.6	125.7	83.6	53.1	41.4	20.8	32.8	57.4	109.5	204.5	206.2
